LGA NAME,WARD NAME
,MAIGATARI KUDU
,MALAMMADORI
,SHAYYA
,TAGIN ARO
,TASHENATONIKUTARA
,
MIGA,DANGYATIN
,GARBO
,HANTSU
,KONYA
,MIGA
,SABON GARIN TAKANEBU
,SANSANI
,TSAKUWAWA
,YANDUNA
,ZAREKU
,
RINGIM,CHAICHAI
,DABI
,KAFIN BABUSHE
,KARSHI
,KYARAMA
,RINGIM
,SANKARA
,SINTILMAWA
,TOFA
,YANDUTSE
,
RONI,RONI
,BARAGUMI
,DANSURE
,FARA
,GORA
,KWAITA
,SANKAU
,TUNASYANZAKI
,
S/TANKARKAR,ALBASU
,AMANGA
,DANGWANKI
,DANLADI
,DANZOMO
,JEKE
,SHABARU
,SULE-TANKARKAR
,TAKATSABA
,YANDAMO
,
TAURA,CHIKWAIKWAIWA
,CHUKUTO
,
,GUJUNGU
,KWALAM
,MAJE
,MAJIYA
,SABON GARIN YAYA
,TAURA
,
YANKWASHI,ACHILAFIYA
,BELAS
,DAWAN GAWO
,GWARTA
,GURJIYA
,KARKARNA
,KUDU
,BELAS
,BELAS
,ZUNGUMBA
,
BIRNIN GWARI,MAGAJIN GARI I
,MAGAJIN GARI II
,MAGAJIN GARI III
,GAYAM
,KUYELLO
,KAZAGE
,KAKANGI
,TABANNI
,DOGON DAWA
,KUTEMESHI
,RANDAGI
,
CHIKUN,CHIKUN
,GWAGWADA
,KAKAU
,KUJAMA
,KUNAI
,KURIGA
,NARAYI
,NASSARAWA
,RIDO
,SABON TASHA
,UNG.YELWA
,SABON GARI NASSARAWA/TIRKANIYA
,
GIWA,GIWA
,KAKANGI
,GANGARA
,SHIKA
,DANMAHAWAYI
,YAKAWADA
,IDASU
,KIDANDAN
,GALADIMAWA
,KADAGE
,PANHAUYA
,
IGABI,TURUNKU
,ZANGON-AYA
,GWARAJI
,BIRNIN YERO
,IGABI
,RIGACHIKUN
,AFAKA
,SABON BIRNIN DAJI
,KERAWA
,KWARAU
,GADAN-GAYAN
,RIGASA
,
IKARA,IKARA
,JANFALAN
,KURMIN KOGI
,SAULAWA
,PALA
,SAYA-SAYA
,AUCHAN
,RUMI
,PAKI
,KUYA
,
JABA,DUYYAH
,SAMBAM
,FADA
,SABCHEM
,SABZURO
,DURA/BITARO
,DADDU
,CHORI
,NOK
,FAI
,
JEMA’A’,KAFANCHAN ‘A’
,KAFANCHAN ‘B’
,MAIGIZO A
,KANINKON
,JAGINDI
,GODOGODO
,GIDAN WAYA
,TARFAN/ATUKU
,ASSO
,BEDDE
,KAGOMA
,TAKAU ‘B’
,
KACHIA,AGUNU
,AWON
,DOKWA
,GUWEL
,GIDAN TAGWAI
,KWATURU
,ANKWA
,KATARI
,BISHINI
,KACHI URBAN
,SABON SARKI
,KURMIN MUSA
,
KADUN NORTH,SHABA
,UNG. GAJI
,UNG. LIMAN
,UNG. MAIBURJI
,KABALA COSTAIN/DOKI
,GABASAWA
,UNG.SARKI
,BADARAWA
,UNG. DOSA
,KAWO
,HAYIN BANKI
,UNG. SHANU
,
KADUN SOUTH,MAKERA
,BARNAWA
,KAKURI GWARI
,TWLWVISION
,KAKURI HAUSA
,TUDUN WADA NORTH
,TUDUN WADA SOUTH
,TUDUN WADA WEST
,TUDUN NUPAWA
,SABON GARI SOUTH
,SABON GARI NORTH
,UNGUWAN SANUSI
,BADIKO
,
KAGARKO,KAGARKO NORTH
,KAGARKO SOUTH
,KUSHE
,JERE NORTH
,JERE SOUTH
,IDDAH
,ARIBI
,KURMIN JIBRIN
,KATUGAL
,KUKUI
,
KAJURU,KAJURU
,TANTATU
,BUDA
,KUFANA
,AFOGO
,KASUWAN MAGANI
,KALLAH
,RIMAU
,IDON
,MARO
,
KAURA,FADA
,KUKUM
,KPAK
,AGBAN
,KADARKO
,MALAGUM
,MANCHOK
,BONDON
,KAURA
,ZANKAN
,
KAURU,KAURU WEST
,MAKAMI
,DAWAKI
,KWASSAMA
,BITAL
,GESHERE
,DAMA KASUWA
,BADURUM SAMA
,KAMARU
,PARI
,KAURU EAST
,
KUBAU,KUBAU
,DUTSEN WAI
,PAMBEGUA
,ZUNTU
,DAMAU
,KARREH
,ANCHAU
,HASKIYA
,KARGI
,MAH
,ZABI
,
KUDAN,KUDAN
,HUNKUYI
,SABON GARIN KUNKUYI
,GARU
,ZABI
,DOKA
,LIKORO
,TABAN SANI
,K/WALI (N)
,K/WALI (S)
,
LERE,SABON    BIRNIN
,YAR KASUWA
,GARU
,KAYARDA
,LERE
,RAMIN KURA
,SAMINAKA
,LAZURU
,ABADAWA
,DAN ALHAJI
,GURE/KAHUGU
,
MAKARFI,MAKARFI
,TUDUN WADA
,GAZARA
,DANGUZIRI
,GIMI
,NASARAWA WANDOYA
,MAYERE
,GUBUCHI
,GWANKI
,DAN DAMISA
,
SABON GARI,SAMARU
,JAMA’A
,BOMO
,BASAWA
,CHIKAJI
,MUCHIA
,JUSHIN
,HANWA
,DOGORAWA
,UNGUWAN GABAS
,ZABI
,
SANGA,GWANTU
,FADAN KARSHI
,AYU
,NINZAM NORTH
,NINZAM SOUTH
,NINZAM  WEST
,BOKANA
,ABORO
,WASA STATION
,ARAK
,NANDU
,
SOBA,MAIGANA
,KINKIBA
,GIMBA
,KWASSALLO
,RICHIFA
,GAMAGIRA
,DANWATA
,TURAWA
,SOBA
,GARU GWANKI
,RAHAMA
,
ZAGON KATAF,GORA
,ZONZON
,ZAMAN DABO
,UNGUWAN GAIYA
,ZONKWA
,MADAKIYA
,UNGUWAN  RIMI
,GIDAN JATAU
,KAMANTON
,KAMARU/IKULU
,ZANGO URBAN
,
ZARIA,KWARBAIA
,KWARBAI B
,ANGUWAN JUMA
,LIMANCIN KONA
,KAURA
,TUDUN WADA
,GYALLESU
,UNG.FATIKA
,TUKUR-TUKUR
,DAMBO
,WUCICIRI
,DUTSEN ABBA
,KUFENA B
,
AJINGI,AJINGI
,BALARE
,CHULA
,DABIN-KANAWA
,DUNDUN
,GAFASA
,GURDUBA
,KUNKUNRAWA
,TORANKE
,UNGUWAR-BAI
,
ALBASU,ALBASU CENTRAL
,BATAIYA
,CHAMARANA
,DAHO
,FANDA
,FARAGAI
,GARARAME
,HUNGU
,SAYASAYA
,TSANGAYA
,
BAGWAI,BAGWAI
,DANGADA
,GADANYA
,GORORI
,KIYAWA
,KWAJALI
,RIMIN DAKO
,ROMO
,SARE-SARE
,WUROBAGGA
,
BEBEJI,ANADARIYA
,BAGUDA
,BEBEJI
,DAMAU
,DIRMAWA
,GARGAI
,GWARMAI
,KOFA
,KUKI
,RAHAMA
,RANKA
,RANTAN
,TARIWA
,WAK
,
BICHI,BADUME
,BICHI
,DANZABUWA
,FAGOLO
,KAU-KAU
,KWAMBARAWA
,KYALLI
,MUNTSIRA
,SAYE
,WAIRE
,YALLAMI
,
BUNKURE,BARKUM
,BUNKURE
,BONO
,CHIRIN
,GAFAN
,GURJIYA
,GWAMMA
,KULLUWA
,KUMURYA
,SANDA
,
DALA,ADAKAWA
,BAKIN RUWA
,DALA
,DOGON NAMA
,GOBIRAWA
,GWAMMAJA
,KABUWAYA
,KANTUDU
,KOFAR MAZUGAL
,KOFAR RUWA
,MADIGAWA
,YALWA
,
DANBATTA,AJUMAWA
,DANBATTA EAST
,DANBATTA WEST
,FAGWALAWA
,GORON MAJE
,GWANDA
,GWARABJAWA
,KORE
,SAIDAWA
,SANSAN
,
DAWAKIN KUDU,DABAR KWARI
,DANBAGINA
,DAWAKI
,DAWAKIJI
,DOSAN
,GANO
,GURJIYA
,JIDO
,TAMBURAWA
,TSAKUWA
,UNG. DUNIYA
,YANBARAU
,YANKA TSARI
,YARGAYA
,ZOGARAWA
,
DAWAKIN TOFA,DAWAKI EAST
,DAWAKI WEST
,DAWANAU
,DANGUGUWA
,GANDUJE
,GARGARI
,JALLI
,KWA
,MARKE
,TATTARAWA
,TUMFAFI
,
DOGUWA,DARIYA
,DOGON KAWO
,DOGUWA
,FALGORE
,MARAKU
,RAGADA
,RIRIWAI
,TAGWAYE
,UNGUWAR NATSOHUWA
,ZAINABI
,
FAGGE,FAGGE A
,FAGGE B
,FAGGE C
,FAGGE D
,FAGGE E
,KWACHIRI
,RIJIYAR LEMO
,SABON GARI EAST
,SABON GARI WEST
,YAMMATA
,
GABASAWA,GABASAWA
,GARUN DANGA
,JODA
,KARMAMI
,MEKIYA
,TARAUNI
,YAUTAR AREWA
,YAUTAR KUDU
,YUMBU
,ZAKIRAI
,ZUGACHI
,
GARKO,DAL
,GARIN ALI
,GARKO
,GURJIYA
,KAFIN MALAMAI
,KATUMARI
,KWAS
,RABA
,SARINA
,ZAKARWA
,
GARUN MALAM,CHIROMAWA
,DORAWAR SALLAU
,FANKURUN
,GARUN BABBA
,GARUN MALAM
,JOBAWA
,KADAWA
,MAKWARO
,YADAKWARI
,YALWAN YADAKWARI
,
GAYA,BALAN
,GAYA AREWA
,GAYA KUDU
,GAMARIA
,GAMOJI
,KADEMI
,KAZURAWA
,MAIMAKAWA
,SHAGOGO
,WUDILAWA
,
GEZAWA,BABAWA
,GAWO
,GEZAWA
,JOGANA
,KETAWA
,MESAR TUDU
,SARARIN GEZAWA
,TSAMIYA BABBA
,TUMBAU
,WANGARA
,ZANGO
,
GWALE,DANDAGO
,DISO
,DORAYI
,GALADANCHI
,GORON DUTSE
,GWALE
,GYARANYA
,KUBUGA
,MANDAWARI
,SANI MAINGAGGE
,
GWARZO,GEBO
,GWARZO
,JAMA’A
,KARA
,KUTAMA
,LAKWAYA
,MADADI
,MAINIKA
,SABON BIRNI
,UNGUWAR-TUDU
,
KABO,DUGABAU
,DURUN
,GAMMO
,GARO
,GODIYA
,GUDE
,HAUWADE
,KABO
,KANWA
,MASANAWA
,
KANO MUNICIPAL,CHEDI
,DAN AGUNDI
,GANDUN ALBASA
,JAKARA
,KANKAROFI
,SHAHUCHI
,SHARADA
,SHESHE
,TUDUN NUFAWA
,TUDUN WAZIRCHI
,YAKASAI
,ZAITAWA
,ZANGO
,
KARAYE,DAURA
,KAFIN DAFGA
,KARAYE
,KURUGU
,KWANYAWA
,TUDUN-KAYA
,TURAWA
,UNGUWAR HAJJI
,YAMMEDI
,YOLA
,
KIBIYA,DURBA
,FAMMAR
,FASSI
,KADIGAWA
,KAHU
,KIBIYA I
,KIBIYA II
,NARIYA
,TARAI
,UNG/GAI
,
KIRU,BA’AWA
,BABAFI
,BARGONI
,BAUDA
,DANGORA
,DANSOHIYA
,DASHI
,GALADIMAWA
,KIRU
,KOGO
,MARAKU
,TSAUDAWA
,YAKO
,YALWA
,ZUWO
,
KUMBOTSO,CHALLAWA
,CHIRANCHI
,DANBARE
,DANMALIKI
,GURIN GAWA
,KUMBOTSO
,KUREKEN SANI
,MARIRI
,NA’IBAWA
,PANSHEKARA
,UNGUWAR RIMI
,
KUNCHI,BUMAI
,GARIN SHEME
,GWARMAI
,KASUWAR KUKA
,KUNCHI
,MATAM/FADA
,RIDAWA
,SHAMAKAWA
,SHUWAKI
,YANDADI
,
KURA,DALILI
,DAN HASSAN
,DUKAWA
,GUNDUTSE
,KARFI
,KOSAWA
,KURA
,KURUN SUMAU
,RIGAR DUKA
,TANAWA
,
MAKODA,BABBAR RIGA
,DURMA
,JIBGA
,KADANDANI
,KOGUNA
,KOREN TABO
,MAITSIDA
,MAKODA
,SATAME
,TANGAJI
,WAILARE
,
MINJIBIR,AZORE
,GANDURWAWA
,KANTAMA
,KUNYA
,KURU
,KWARKIY
,MINJIBIR
,SARBI
,TSAKIYA
,TSAKUWA
,WASAI
,
MADOBI,BURJI
,CINKOSO
,GALINJA
,GORA
,KAFIN AGUR
,KANWA
,KAURAN MATA
,KUBARACHI
,KWANKWASO
,MADOBI
,RIKADAWA
,YAKUN
,
NASARAWA,DAKATA
,GAMA
,GAWUNA
,GWAGWARWA
,GIGINYU
,HOTORO NORTH
,HOTORO SOUTH
,KAWAJI
,KAURA GOJE
,TUDUN MURTALA
,TUDUN WADA
,
RANO,DAWAKI
,LAUSU
,MADACHI
,RANO
,RURUM SABON-GARI
,RURUM TSOHON-GARI
,SAJI
,YALWA
,ZINYAU
,ZURGU
,
RIMIN GADO,BUTU-BUTU
,DAWAKIN GULU
,DOKA-DAWA
,DURURAWA
,GULU
,JILI
,KAROFIN YASHI
,RIMIN GADO
,SAKARATSA
,TAMAWA
,YALWAN DANZIYAL
,ZAGON DAN ABDU
,
ROGO,BELI
,FAL GORE
,FULATAN
,GWANGWAN
,JAJAYE
,ROGO RUMA
,ROGO SABON GARI
,RUWAN BAGO
,ZAREWA
,ZOZA
,
SHANONO,ALAJAWA
,DUTSEN-BAKOSHI
,FARURUWA
,GORAN-DUTSE
,KADAMU
,KOKIYA
,LENI
,SHAKOGI
,SHANONO
,TSAURE
,
SUMAILA,GALA
,GANI
,GARFA
,GEDIYA
,KANAWA
,MAGAMI
,MASSU
,RIMI
,RUMO
,SITTI
,SUMMAILA
,
TAKAI,BAGWARO
,DURBUNDE
,FAJEWA
,FALALI
,FARURUWA
,KACHAKO
,KARFI
,KUKA
,TAKAI
,ZUGA
,
TARAUNI,BABBAN GIJI
,DARMANAWA
,DAURAWA
,GYADI-GYADI AREWA
,GYADI-GYADI KUDU
,HOATORO (NNPC)
,KAUYEN ALU
,TARAUNI
,UNGOWAR GANO
,UNGUWA UKU
,
TOFA,DINDERE
,DOKA
,GAJIDA
,GINSAWA
,JAUBEN KUDU
,JANGUZA
,KWAMI
,LAMBU
,LANGEL
,TOFA
,UNGUWAR RIMI
,WANGAR
,YALWA GARAMA
,YANOKO
,YARIMAWA
,
TUDUN WADA,BABURI
,BURUN-BURUM
,DALAWA
,JANDUTSE
,JITA
,KAREFA
,NATA’ALA
,SABON GARI
,SHUWAKI
,TSOHON GARI
,YAR YASA
,
TSANYAWA,DADDARAWA
,DUNBULUN
,GOZARKI
,GURUN
,KABA GIWA
,TATSAN
,TSANYAWA
,YANGANAU
,YANKAMAYE
,ZAROGI
,
UNGOGO,BACHIRAWA
,GAYAWA
,KADAWA
,KARO
,PANISAU
,RANGAZA
,RIJIWAR ZAKI
,TUDUN FULANI
,UNGOGO
,YADAKUNYA
,ZANGO
,
WARAWA,AMARAWA
,DALASAN
,GARUNDAU
,GOGEL
,IMAWA
,JEMAGU
,JIGAWA
,JUMAR GALADIMA
,KATAR KAWA
,MADARIN MATA
,TAMBURAWAR GABBAS
,TANAGAR
,WARAWA
,YANDALLA
,YANGIZO
,
WUDIL,ACHIKA
,DAGAMAWA
,DANKAZA
,DARKI
,INDABO
,KAUSANI
,LAJAWA
,SABON GARI
,UTAI
,WUDIL
,
BAKORI,BAKORI ‘A’
,BAKORI ‘A’
,KURAMI/YAMKWANI
,DAWAN MUSA
,TSIGA
,KABOMO
,BARDE/KWANTAKWAR AN
,JARGABA
,KAKUMI
,GUGA
,KANDARAWA
,
BATAGARAWA,BATAGARAWA ‘A’
,BATAGARAWA ‘B’
,DANDAGORO
,AJIWA
,TSANNI
,JINO
,BARAWA
,BAKIYAWA
,KAYAUKI
,YARGAMJI
,
BATSARI,BATSIARI
,MANAWA
,WAGINI
,ABADAU/KAGARA
,YAUYAU/MALLAMAWA
,KANDAWA
,DAN.ALH/YANGAIYA
,RUMA
,DARINI/MAGAJIABU
,KARARE
,MADOGARA
,
BAURE,YANMAULU
,BABBAN MUTUM
,TARAMNAWA/BARE
,MUDURI
,BAURE
,UNGUWAR RAI
,KAGARA/FASKI
,GARKI
,YANDUNA
,MAI BARA
,HUI
,AGALA
,
BINDAWA,KAMRI
,BINDAWA
,TAMA/DAYE
,FARU/DALLAJI
,SHIBDAWA
,JIBAWA/R.BADE
,DORO
,BAURE
,YANGORA
,GIREMAWA
,GAIWA
,
CHARANCHI,CHARANCHI
,SAFANA
,RADDA
,MAJEN WAYYA
,GANUWA
,TSAKATSA
,KODA
,KAURAYE
,BANYE
,DOKA
,
DANDUME,MAHUTA ‘A
,MAHUTA ‘B’
,MAHUTA ‘C’
,DANDUME ‘A’
,DANDUME ‘B’
,TUMBURKAI ‘A’
,TUMBURKAI ‘B’
,DANTAKARI
,NASARAWA
,MAGAJI WANDO ‘A’
,MAGAJI WANDO ‘B’
,
DANJA,JIBIA
,TANDAMA
,DANJA ‘A’
,DANJI ‘B’
,TSANGAMAWA
,DABAI
,YAKAJI ‘A’
,YAKAJI ‘B’
,KAHUTU ‘A’
,KAHUTU ‘B’
,
DAN MUSA,MARA
,DAN ALKIMA
,DAN MUSA ‘A’
,DAN MUSA ‘B’
,DAN ALI
,MAI DABINO ‘A’
,MAI DABINO ‘B’
,DANDIRE ‘A’
,DANDIRE ‘B’
,YAN-TUMAKI ‘A’
,YAN-TUMAKI ‘B’
,
DAURA,SARKIN YARA ‘A’
,SARKIN YARA ‘B’
,UBANDAWAKI ‘A’
,UBANDAWAKI ‘B’
,KUSUGU
,MAZOJI ‘A’
,MAZOJI ‘B’
,TUDUN WAD
,SABON GARI
,MADOBI ‘A’
,MADOBI ‘B’
,
DUTSI,DAN’AUNAI
,RUWAN KAYA ‘A’
,RUWAN KAYA ‘B’
,DUTSI ‘A’
,DUTSI ‘B’
,YAMEL ‘A’
,YAMEL ‘B’
,SIRIKA ‘A’
,SIRIKA ‘B’
,KAYAWA
,
DUTSIN-MA,DUTSIN-MA ‘A’
,DUTSIN-MA ‘B’
,SHEMA
,KAROFI ‘A’
,KAROFI ‘B’
,KUKI ‘A’
,KUKI ‘B’
,KUTAWA
,BAGAGADI
,MAKERA
,DABAWA
,
FASKARI,YANKARA
,SHEMA
,MAIRUWA
,DAUDAWA
,TAFOKI
,RUWAN GODIYA
,YARMALAMAI
,FASKARI
,SABONLAYI/GALDIMA
,MAIGORA
,
FUNTUA,UNG.DANDUTSE
,SABON GARI
,UNGUWAR RAB’U
,UNGUWAR IBRAHIM
,UNGUWAR MUSA
,DUKKE
,MAKERA
,GOYA
,MAIGAMJI
,MASKA
,TUDUNIYA
,
INGAWA,DUGUL
,YANDOMA
,INGAWA
,AGAYAWA
,JOBE/KANDAWA
,KURFEJI/YANKAURA
,MANOMAWA/KAFI
,BIDORE/YAYA
,BARERUWA/RURUMA
,DAUNAKA/BKWARI
,DARA
,
JIBIA,FARFARU
,YANGAIYA
,JIBIA ‘A’
,JIBIA ‘B’
,MAZANYA/MAGAMA
,G/BAURE/MALLAMAWA
,FARU
,BUGAJE
,GANGARA
,RIKO
,KUSA
,
KAFUR,YARTALATA/RIGOJI
,DUTSIN KURA/KANYA
,KAFUR
,MASARI
,YARI BORI
,SABUWAR KASA
,GOZAKI
,DANTUTURE
,MAHUTA
,GAMZAGO
,
KAITA,YANDAKI
,DANKABA
,ABDALLAWA
,BA’AWA
,GAFIYA
,GIRKA
,KAITA
,YANHOHO
,DANKAMA
,MATSAI
,
KANKARA,GATAKAWA S./GARMABAI
,ZANGO/ZABARO
,PAUWA A&B
,KUKASHEKA
,HURYA
,KANKARA A&B
,GARAGI
,BURDUGAU
,WAWAR KAZA
,DAN’MURABU
,DAN’MADAKI
,
KANKA,GALADIMA ‘A’
,GALADIMA ‘B’
,KAFINSOLI
,TAFASHIYA/NASARAW A
,KUNDURU/GYAZA
,KAFIN DANGI/FAKUWA
,SUKUNTUNI
,RIMAYE
,GACHI
,MAGAM/TSA
,
KATSINA,WAKILIN GABAS II
,WAKILIN GABAS II
,KANGIWA
,WAKILIN YAMMA I
,WAKILIN YAMMA II
,WAKILIN KUDU I
,WAKILIN KUDU II
,WAKILIN AREWA ‘A’
,WAKILIN AREWA ‘B’
,SHINKAFI ‘A’
,SHINKAFI ‘B’
,WAKILIN KUDU III
,
KURFI,TSAURI ‘A’
,TSUARI ‘B’
,KURFI ‘A’
,KURFI ‘B’
,RAWAYUA ‘A’
,RAWAYUA ‘B’
,BIRCHI
,BARKIYA
,WURMA ‘A’
,WURMA ‘B’
,
KUSADA,KUDADA
,DUDUNNI
,KAIKAI
,MAWASHI
,BOKO
,KOFA
,BAURANYA ‘A’
,BAURANYA ‘B’
,YASHE ‘A’
,YASHE ‘B’
,
MAI’ADUA,BUMBUM ‘A’
,BUMBUM ‘B’
,DANYASHE
,MAIADIEA ‘A’
,MAIADUA ‘B’
,MAIADUA ‘C’
,MAI KONI ‘A’
,MAI KONI ‘B’
,NATSALLE
,KOZA
,
MALUMFASHI,MALUMFASHI ‘A’
,MALUMFASHI ‘B’
,YABA
,RUWAN SANYI
,KARFI
,BORIN DAWA
,YARMAMA
,GORARDANSAKA
,DANSARAI
,MAKAURACHI
,DAYI
,NA-ALMA
,
MANI,BUJAWA/GEWAYAU
,DAWAN/MAKAU
,MANI
,BAGIWA
,TSAGM/TAKUSHEYI
,HAMCHETA
,KWATTA
,MACHIKA
,MUDURU
,MAGAMI
,JANI
,
MASHI,MASHI
,JIGAWA
,S/RIJIYA
,BAMLE
,GALLU
,SONKAYA
,DOGURU ‘A’
,DOGURU ‘B’
,KARAI
,TAMILO ‘A’
,TAMILO ‘B’
,
MATAZU,MATAZU ‘A’
,MATAZU ‘B’
,MAZOJI ‘A’
,MAZOJI ‘B’
,SAYAYA
,KOGARI
,GWARJO
,KARADUWA
,DISSI
,RINJIN IDI
,
MUSAWA,MUSAWA
,JIKAMSHI
,DANJANKU KARACHI
,KIRA
,YARADAU/TABANNI
,TUGE
,GINGIN
,KURKUJAN ‘A’
,KURKUJAN ‘B’
,DANGANI
,GARU
,
RIMI,RIMI
,ABUKUR
,MAJEN GOVIR
,REMAWA/IYATAWA
,KADANDANI
,SABON GARI/ALARAIN
,TSAGERO
,FARDAMI
,MAKURDA
,MASABO/KURABAU
,
SABUWA,SABUWA ‘A’
,SABUWA ‘B’
,GAZARI
,MAI BAKKO
,DAMARI
,MACHIKA
,DUGUN MA’AZU
,GAMJI
,RAFIN-IWA
,SAYAU
,
SAFANA,SAFANA
,TSAKIYA
,RUNKA ‘A’
,RUNKA ‘B’
,BABBAN DUHU ‘A’
,BABBAN DUHU ‘B’
,ZAKKA ‘A’
,ZAKKA ‘B’
,BAURE ‘A’
,BAURE ‘B’
,
SANDAMU,SANDAMU
,KARKARKU
,KWASARAWA
,DANEJI ‘A’
,DANEJI ‘B’
,FAGO ‘A’
,FAGO ‘B’
,RADE ‘A’
,RADE ‘B’
,KATSAYAL
,KAGARE
,
ZANGO,YARDAJE
,KANDA
,ZANGO
,SARA
,DARGAGE
,RIGOGO/CIDARI
,GARNI
,GWAMBA
,KAWARIN KUDI
,KAWARIN MALAMAI
,
ALIERO,ALIERO DANGA-LADIMA I
,ALIERO DANGA-LADIMA II
,ALIERO S/FADA I
,ALIERO S/FADA II
,DANWARAI
,JIGA BIRNI
,JIGA MAKERA
,KASHIN ZAMA
,RAFIN BAUNA
,SABIYAL
,
AREWA,BIU
,CHIBIKE
,DAURA/SAKWABE/JARIKU KA
,GORUN DIKKO
,FALDE
,FESKE/JAFFEJI
,GUMUNDAI/RAFIN TSAKA
,KANGIWA
,LAIMA/JANTULU
,SARKI/DANTSOHO
,YELDU
,
ARGUNGU,ALWASA/GOTOMO
,DIKKO
,FELENDE
,GALADIMA
,GULMA
,GWAZANGE/KISAWA/U. GYGA
,KOKANI NORTH
,KOKANI SOUTH
,LAILABA
,SAUWA/KAURAR SANI
,TUNGAR/ZAZZAGAWA/RU MBUKI/SARKAWA
,
AUGIE,AUGIE NORTH
,AUGIE SOUTH
,BAGAYE/MERA
,BAYAWA NORTH
,BAYAWA SOUTH
,BIRNIN TUDA/GUDALE
,BUBUCE
,DUNDAYE/KWAIDO/ZAGI/I LLELA
,TGGI/AWADE
,YOLA
,
BAGUDO,BAGUDO/TUGA
,BAHINDI/BOKI-DOMA
,BANI/TSAMIYA/KALI
,ILLO/SABON/GARI/YANTA LA
,KAOJE/GWAMBA
,KENDE/KURGU
,LAFAGU/GANTE
,LOLO/GIRIS
,MATSINKA/GEZA
,SHARABI/KWANGUWAI
,ZAGGA/KWASARA
,
BIRNIN KEBBI,NASSARAWA I
,NASSARAWA II
,BIRNIN KEBBI MAFARA
,BIRNIN KEBBI DANGALADIMA
,KOLA/TARASA
,MAKERA
,MAURIDA/KARYO/UNG. MIJINAN
,GODONGAJI
,ZAURO
,GAWASU
,KARDI/YAMAMA
,LAGA
,GULUMBE
,AMBURSA
,UJARIYO
,
BUNZA,BUNZA MARAFA
,BUNZA DANGALADIMA
,GWADE
,MAIDAHIMI
,RAHA
,SABON BIRNI
,SALWAI
,TILLI/HILEMA
,TUNGA
,ZOGRIMA
,
DANDI,BANI ZUMBU
,BUMA
,DOLEKAINA
,FANA
,MAIHAUSAWA
,KYANGAKWAI
,GEZA
,KAMBA/KAMBA
,KWAKKWABA
,MAIGWAZA
,SHIKO
,
FAKAI,BAJIDA
,BANGU/GARINISA
,BIRNIN UDU
,MAHUTA
,GULBIN KUKA/MAIJARHULA
,INGA(BULU) MAIKENDE
,KANGI
,FAKAI/ZUSSUN
,MARAFA
,PENIN AMANA/PENIN GABA
,
GWANDU,CHEBERU/BADA
,DALIJAN
,DODORU
,GULMARE
,GWANDU MARAFA
,GWANDU SARKIN FAWA
,KAMBAZA
,MARUDA
,MALISA
,MASAWA KWASGARA
,
JEGA,ALELU/GEHURU
,DANGAMAJI
,DUNBEGU/BAUSARA
,GINDI/NASSARAWA/KYAR MI/GABI
,JANDUTSI/BIRNIN MALAM
,JEGA FIRCHIN
,JEGA KOKANI
,JEGA MAGAJI ‘A’
,JEGA MAGAJI ‘B’
,KATANGA/FAGADA
,KIMBA
,
KALGO,BADARIYA/MAGARZA
,DANGOMA/GAYI
,DIGGI
,ETENE
,KALGO
,KUKA
,MUTUBARI
,NAYILWA
,WUROGAURI
,ZUGURU
,
KOKO/BESSE,KOKO MAGAJI
,ILLELA/S/GARI
,KOKO FIRCIN
,DADA/ALELU
,JADADI
,LANI/MANYAN/TAFUKKA/ SHIBA
,BESSE
,TAKWARE
,DUTSIN MARI/DULMERU
,ZARIYA KALAKALA/AMIRU
,MADACCI/FIRINI
,MAIKWARI/KARAMAR/DA MBA/BAKOSHI
,
MAIYAMA,ANDARAI/KURUNKWU/ZO NGUN LIBA
,GIWA TAZO/ZARA
,GUMBIN KURE
,KARAYE/DOGONDAJI
,KAWARA/S/SARA/YARKA MBA
,KUBEN RIGIDIGA
,LIBA/DANWA/KUKA KOGO
,MAIYAMA
,MUNGADI/BOROR
,SAMBAWA/MAYALO
,SARANDOSA/GUBBA
,
NGASKI,BIRNIN YAURI
,GAFARA MACHUPA
,GARIN BAKA/MAKARIN
,KWAKWARAN
,LIBATA/KWANGIA
,KAMBUWA/DANMARAYA
,MAKAWA ULEIRA
,NGASKI
,UTONO/HOGE
,WARA
,
SAKABA,ADAI
,DANKOLO
,DOKA/BERE
,GELWASA
,JANBIRNIN
,MAZA/MAZA
,MAKUKU
,SAKABA
,TUDUN KUKA
,FADA
,
SHANGA,ATUWO
,BINUWA/GEBE/BUNKUJI
,DUGU TSOHO/GUDU RAHA
,KAWARA/INGU/SARGO
,RAFIN KIRYA/TEFKITARA
,SOKAGE/GOLONGO/HUND EJI
,SAWASHI
,SHANGA
,TAKWARE
,YARBESSE
,
SURU,ALJANNARE
,BANDAN
,BARBAREJO
,BAKUWAI
,DAKIN GARI
,DENDANE
,DANIYA/SHEMA
,GINGA
,GIRO
,KWAIFA
,SURU
,
WASAGU/DANKO,AYU
,BENA
,DAN UMARU/MAIRARAI
,BANKO/MAGA
,KANYA
,KYABU/KANDU
,RIBAH/MACHIKA
,WAJE
,WASAGA
,YALMO/SHINDI
,GWANFI/KELE
,
YAURI,CHULU/KOMA
,GUNGUN SARKI
,JIJIMA
,TONDI
,YELWA CENTRAL
,YELWA EAST
,YELWA NORTH
,YELWA SOUTH
,YELWA WEST
,ZAMARE
,
ZURU,BEDI
,CIROMAN DABAI
,ISGOGO/DAGO
